,time,Actual Movement,Predictions,Predicted,close,close_price_next
0,2019-08-21,-1,0.50539136,1,1.1042,1.10097
1,2019-08-22,1,0.50531507,1,1.10097,1.10634
2,2019-08-23,1,0.5052063,1,1.10634,1.10758
3,2019-08-26,-1,0.505203,1,1.10758,1.10022
4,2019-08-27,1,0.50525934,1,1.10022,1.10704
5,2019-08-28,-1,0.505438,1,1.10704,1.10278
6,2019-08-29,1,0.50539124,1,1.10278,1.10402
7,2019-08-30,-1,0.5055238,1,1.10402,1.10192
8,2019-09-02,-1,0.5054498,1,1.10192,1.09931
9,2019-09-03,1,0.50530666,1,1.09931,1.1018
10,2019-09-04,-1,0.50511724,1,1.1018,1.09425
11,2019-09-05,-1,0.5050589,1,1.09425,1.09199
12,2019-09-06,1,0.505174,1,1.09199,1.09405
13,2019-09-09,-1,0.5051958,1,1.09405,1.0899
14,2019-09-10,1,0.50528175,1,1.0899,1.09333
15,2019-09-11,1,0.50547564,1,1.09333,1.09579
16,2019-09-12,1,0.5053629,1,1.09579,1.09639
17,2019-09-13,1,0.50538784,1,1.09639,1.09763
18,2019-09-16,-1,0.505492,1,1.09763,1.09699
19,2019-09-17,-1,0.5053419,1,1.09699,1.09559
20,2019-09-18,1,0.5053638,1,1.09559,1.09677
21,2019-09-19,1,0.50534314,1,1.09677,1.10047
22,2019-09-20,1,0.50536764,1,1.10047,1.10352
23,2019-09-23,-1,0.5053636,1,1.10352,1.10254
24,2019-09-24,1,0.5053,1,1.10254,1.10333
25,2019-09-25,1,0.50538546,1,1.10333,1.10729
26,2019-09-26,1,0.5053369,1,1.10729,1.11253
27,2019-09-27,1,0.505179,1,1.11253,1.11699
28,2019-09-30,-1,0.505074,1,1.11699,1.11486
29,2019-10-01,-1,0.5048825,-1,1.11486,1.11254
30,2019-10-02,1,0.5047968,-1,1.11254,1.11301
31,2019-10-03,-1,0.5047248,-1,1.11301,1.11037
32,2019-10-04,-1,0.50466585,-1,1.11037,1.10793
33,2019-10-07,1,0.5046838,-1,1.10793,1.11003
34,2019-10-08,1,0.5046959,-1,1.11003,1.11117
35,2019-10-09,1,0.5045984,-1,1.11117,1.11529
36,2019-10-10,-1,0.5044741,-1,1.11529,1.11515
37,2019-10-11,1,0.5043767,-1,1.11515,1.11648
38,2019-10-14,-1,0.5044375,-1,1.11648,1.11303
39,2019-10-15,-1,0.504351,-1,1.11303,1.10735
40,2019-10-16,-1,0.5042949,-1,1.10735,1.10662
41,2019-10-17,-1,0.5042537,-1,1.10662,1.10504
42,2019-10-18,-1,0.5042649,-1,1.10504,1.10188
43,2019-10-21,1,0.5044422,-1,1.10188,1.10328
44,2019-10-22,-1,0.50477284,-1,1.10328,1.10073
45,2019-10-23,-1,0.50499827,-1,1.10073,1.10063
46,2019-10-24,1,0.5052504,1,1.10063,1.10193
47,2019-10-25,1,0.5053781,1,1.10193,1.10519
48,2019-10-28,1,0.50533134,1,1.10519,1.10722
49,2019-10-29,1,0.5052523,1,1.10722,1.10769
50,2019-10-30,-1,0.5051415,1,1.10769,1.10713
51,2019-10-31,-1,0.5051158,1,1.10713,1.10587
52,2019-11-01,-1,0.5051091,1,1.10587,1.1019
53,2019-11-04,-1,0.5052711,1,1.1019,1.1011
54,2019-11-05,1,0.50549066,1,1.1011,1.10229
55,2019-11-06,-1,0.50568336,1,1.10229,1.09983
56,2019-11-07,1,0.5058711,1,1.09983,1.10081
57,2019-11-08,1,0.50606483,1,1.10081,1.10208
58,2019-11-11,1,0.50604445,1,1.10208,1.10787
59,2019-11-12,1,0.50602,1,1.10787,1.10802
60,2019-11-13,-1,0.5058308,1,1.10802,1.10759
61,2019-11-14,1,0.5056135,1,1.10759,1.11039
62,2019-11-15,-1,0.5053212,1,1.11039,1.10595
63,2019-11-18,1,0.5050448,-1,1.10595,1.10646
64,2019-11-19,1,0.50500584,-1,1.10646,1.10956
65,2019-11-20,1,0.5050252,-1,1.10956,1.11287
66,2019-11-21,1,0.5051106,1,1.11287,1.11331
67,2019-11-22,-1,0.5052143,1,1.11331,1.11173
68,2019-11-25,1,0.50519615,1,1.11173,1.11415
69,2019-11-26,1,0.5050725,1,1.11415,1.11491
70,2019-11-27,-1,0.5050238,-1,1.11491,1.11149
71,2019-11-28,1,0.50491303,-1,1.11149,1.11181
72,2019-11-29,-1,0.5048246,-1,1.11181,1.10751
73,2019-12-02,1,0.5046143,-1,1.10751,1.10894
74,2019-12-03,-1,0.5046223,-1,1.10894,1.10851
75,2019-12-04,1,0.50461686,-1,1.10851,1.1096
76,2019-12-05,1,0.50469077,-1,1.1096,1.1176
77,2019-12-06,1,0.5049224,-1,1.1176,1.11995
78,2019-12-09,1,0.50483584,-1,1.11995,1.12171
79,2019-12-10,-1,0.5046802,-1,1.12171,1.11715
80,2019-12-11,-1,0.50452846,-1,1.11715,1.11559
81,2019-12-12,1,0.50450975,-1,1.11559,1.11977
82,2019-12-13,-1,0.50449413,-1,1.11977,1.11471
83,2019-12-16,-1,0.50445735,-1,1.11471,1.11049
84,2019-12-17,1,0.5045578,-1,1.11049,1.11056
85,2019-12-18,1,0.5047897,-1,1.11056,1.11213
86,2019-12-19,1,0.50487906,-1,1.11213,1.11345
87,2019-12-20,-1,0.5050804,1,1.11345,1.11265
88,2019-12-23,1,0.5051511,1,1.11265,1.11499
89,2019-12-24,-1,0.5052104,1,1.11499,1.11358
90,2019-12-26,-1,0.505052,1,1.11358,1.10895
91,2019-12-27,1,0.50482774,-1,1.10895,1.10968
92,2019-12-30,-1,0.5048001,-1,1.10968,1.10812
93,2019-12-31,1,0.50481945,-1,1.10812,1.10945
94,2020-01-02,-1,0.50506717,1,1.10945,1.10587
95,2020-01-03,-1,0.5051933,1,1.10587,1.1026
96,2020-01-06,-1,0.50531816,1,1.1026,1.10192
97,2020-01-07,1,0.50553596,1,1.10192,1.10221
98,2020-01-08,-1,0.50566983,1,1.10221,1.10084
99,2020-01-09,1,0.50574464,1,1.10084,1.10316
100,2020-01-10,1,0.50578177,1,1.10316,1.10948
101,2020-01-13,-1,0.5057285,1,1.10948,1.10607
102,2020-01-14,-1,0.5056145,1,1.10607,1.10447
103,2020-01-15,-1,0.50558865,1,1.10447,1.0999
104,2020-01-16,-1,0.505631,1,1.0999,1.09807
105,2020-01-17,-1,0.50577354,1,1.09807,1.09429
106,2020-01-20,-1,0.50586534,1,1.09429,1.09106
107,2020-01-21,1,0.50606376,1,1.09106,1.0917
108,2020-01-22,-1,0.50619036,1,1.0917,1.08716
109,2020-01-23,-1,0.5063496,1,1.08716,1.08398
110,2020-01-24,-1,0.50648737,1,1.08398,1.08306
111,2020-01-27,1,0.50652754,1,1.08306,1.08351
112,2020-01-28,-1,0.5064964,1,1.08351,1.07927
113,2020-01-29,1,0.5064393,1,1.07927,1.08069
114,2020-01-30,-1,0.5062987,1,1.08069,1.07832
115,2020-01-31,1,0.506082,1,1.07832,1.08476
116,2020-02-03,1,0.5062348,1,1.08476,1.08522
117,2020-02-04,1,0.5062198,1,1.08522,1.08815
118,2020-02-05,-1,0.50636697,1,1.08815,1.08784
119,2020-02-06,1,0.50639665,1,1.08784,1.09998
120,2020-02-07,1,0.50644714,1,1.09998,1.10293
121,2020-02-10,1,0.50624007,1,1.10293,1.11313
122,2020-02-11,1,0.5060829,1,1.11313,1.11691
123,2020-02-12,-1,0.5058592,1,1.11691,1.11335
124,2020-02-13,1,0.5057247,1,1.11335,1.12424
125,2020-02-14,1,0.5057215,1,1.12424,1.12902
126,2020-02-17,1,0.5054947,1,1.12902,1.14412
127,2020-02-18,-1,0.5053465,1,1.14412,1.12828
128,2020-02-19,-1,0.5049247,-1,1.12828,1.12718
129,2020-02-20,-1,0.5049428,-1,1.12718,1.11732
130,2020-02-21,-1,0.50453275,-1,1.11732,1.11025
131,2020-02-24,1,0.50449115,-1,1.11025,1.11698
132,2020-02-25,-1,0.5043658,-1,1.11698,1.09964
133,2020-02-26,-1,0.50415874,-1,1.09964,1.09099
134,2020-02-27,-1,0.50410044,-1,1.09099,1.06864
135,2020-02-28,1,0.5040236,-1,1.06864,1.06935
136,2020-03-02,1,0.50413436,-1,1.06935,1.07259
137,2020-03-03,1,0.50414693,-1,1.07259,1.07965
138,2020-03-04,1,0.50433683,-1,1.07965,1.08844
139,2020-03-05,1,0.5043989,-1,1.08844,1.10335
140,2020-03-06,1,0.5044486,-1,1.10335,1.11431
141,2020-03-09,-1,0.5044688,-1,1.11431,1.10413
142,2020-03-10,-1,0.5046547,-1,1.10413,1.10348
143,2020-03-11,-1,0.5048775,-1,1.10348,1.09658
144,2020-03-12,-1,0.50492805,-1,1.09658,1.08592
145,2020-03-13,-1,0.5050494,-1,1.08592,1.08127
146,2020-03-16,-1,0.5051531,1,1.08127,1.07909
147,2020-03-17,1,0.505365,1,1.07909,1.08906
148,2020-03-18,-1,0.5055656,1,1.08906,1.0854
149,2020-03-19,1,0.50560594,1,1.0854,1.09326
150,2020-03-20,1,0.5057522,1,1.09326,1.09345
151,2020-03-23,-1,0.505605,1,1.09345,1.09091
152,2020-03-24,1,0.50547236,1,1.09091,1.0982
153,2020-03-25,-1,0.50533664,1,1.0982,1.09126
154,2020-03-26,-1,0.505107,1,1.09126,1.08387
155,2020-03-27,1,0.505131,1,1.08387,1.08739
156,2020-03-30,-1,0.5052615,1,1.08739,1.08641
157,2020-03-31,-1,0.5052965,1,1.08641,1.08564
158,2020-04-01,-1,0.50547475,1,1.08564,1.08209
159,2020-04-02,-1,0.5056413,1,1.08209,1.07764
160,2020-04-03,1,0.50575924,1,1.07764,1.08244
161,2020-04-06,1,0.50581235,1,1.08244,1.08274
162,2020-04-07,-1,0.50569606,1,1.08274,1.08186
163,2020-04-08,1,0.50573266,1,1.08186,1.08778
164,2020-04-09,1,0.50569355,1,1.08778,1.09545
165,2020-04-10,1,0.5056093,1,1.09545,1.09802
166,2020-04-13,-1,0.5055214,1,1.09802,1.0899
167,2020-04-14,-1,0.50543845,1,1.0899,1.08342
168,2020-04-15,-1,0.5055418,1,1.08342,1.07961
169,2020-04-16,1,0.5055789,1,1.07961,1.08335
170,2020-04-17,1,0.50560904,1,1.08335,1.08393
171,2020-04-20,-1,0.5056693,1,1.08393,1.08151
172,2020-04-21,1,0.505801,1,1.08151,1.0848
173,2020-04-22,-1,0.50594676,1,1.0848,1.08189
174,2020-04-23,-1,0.50594014,1,1.08189,1.08022
175,2020-04-24,1,0.5059045,1,1.08022,1.08187
176,2020-04-27,1,0.5058781,1,1.08187,1.09167
177,2020-04-28,1,0.5057996,1,1.09167,1.0924
178,2020-04-29,1,0.50557417,1,1.0924,1.09787
179,2020-04-30,-1,0.5055035,1,1.09787,1.09495
180,2020-05-01,-1,0.5054118,1,1.09495,1.09025
181,2020-05-04,-1,0.5055355,1,1.09025,1.08958
182,2020-05-05,1,0.50558347,1,1.08958,1.09831
183,2020-05-06,1,0.50558,1,1.09831,1.10082
184,2020-05-07,1,0.5054542,1,1.10082,1.10797
185,2020-05-08,1,0.5054527,1,1.10797,1.11078
186,2020-05-11,1,0.50536126,1,1.11078,1.1133
187,2020-05-12,1,0.50519735,1,1.1133,1.11679
