time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
2024-01-22 00:00:00,0.57222,0.57321,0.57196,0.57263,4434,42,0,0.57329,0.57196,False,True,False,True,2.0,4.0,3.0,1.0,True,False,False,0.57265,0.57321,True,True,True,False,True,False
2024-01-22 01:00:00,0.57261,0.57313,0.57247,0.57277,1411,4,0,0.57329,0.57196,False,True,True,False,2.0,4.0,3.0,1.0,True,False,False,0.57247,0.57313,True,True,False,False,False,False
2024-01-22 02:00:00,0.57277,0.57369,0.57264,0.57359,1667,5,0,0.57369,0.57196,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,0.57264,0.57313,True,True,False,True,False,False
2024-01-22 03:00:00,0.57359,0.5739,0.57294,0.57316,2814,5,0,0.5739,0.57196,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,0.57294,0.57313,True,True,False,True,False,False
2024-01-22 04:00:00,0.57316,0.5732,0.57257,0.57283,1960,4,0,0.5739,0.57196,False,True,True,False,2.0,4.0,3.0,1.0,True,False,False,0.57257,0.5732,True,True,False,False,False,False
2024-01-22 05:00:00,0.57283,0.57311,0.57238,0.57264,1151,4,0,0.5739,0.57238,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.57238,0.57311,False,True,False,False,False,False
2024-01-22 06:00:00,0.57264,0.5728,0.57214,0.57241,890,6,0,0.5739,0.57214,False,True,False,True,2.0,4.0,3.0,1.0,True,False,False,0.57238,0.5728,True,True,True,False,False,False
2024-01-22 07:00:00,0.5724,0.57242,0.57186,0.572,1380,5,0,0.5739,0.57186,False,True,False,True,1.0,3.0,4.0,2.0,False,True,False,0.57238,0.57242,True,True,True,False,False,False
2024-01-22 08:00:00,0.572,0.57219,0.57139,0.57214,2332,5,0,0.5732,0.57139,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,0.57238,0.57219,True,False,True,False,False,False
2024-01-22 09:00:00,0.57217,0.57269,0.57172,0.57264,3432,4,0,0.57311,0.57139,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,0.57172,0.57269,True,False,False,False,False,False
2024-01-22 10:00:00,0.57265,0.5727,0.5719,0.57199,4859,4,0,0.5728,0.57139,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,0.5719,0.5727,True,False,False,False,False,False
2024-01-22 11:00:00,0.57199,0.572,0.57108,0.5716,3611,4,0,0.5727,0.57108,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,0.5719,0.572,True,False,True,False,False,False
