,time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
0,2024-01-22 00:00:00,0.94557,0.94651,0.94467,0.94555,4646,106,0,0.94708,0.94467,False,True,False,True,2.0,4.0,3.0,1.0,True,False,False,0.94566,0.94651,True,True,True,False,True,False
1,2024-01-22 01:00:00,0.94555,0.94626,0.94549,0.946,1582,7,0,0.94708,0.94467,False,True,True,False,1.0,4.0,4.0,1.0,False,False,True,0.94549,0.94626,True,True,False,False,False,False
2,2024-01-22 02:00:00,0.946,0.94638,0.94594,0.94623,1383,6,0,0.94668,0.94467,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,0.94594,0.94638,True,False,False,False,False,False
3,2024-01-22 03:00:00,0.94623,0.94632,0.94601,0.94618,1335,4,0,0.94651,0.94467,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,0.94601,0.94632,True,False,False,False,False,False
4,2024-01-22 04:00:00,0.94618,0.94669,0.94612,0.94645,1029,4,0,0.94669,0.94467,True,False,True,False,1.0,4.0,4.0,1.0,False,False,True,0.94612,0.94632,True,True,False,True,False,False
5,2024-01-22 05:00:00,0.94645,0.94659,0.94641,0.94653,532,6,0,0.94669,0.94549,False,True,True,False,1.0,5.0,4.0,0.0,True,False,False,0.94641,0.94659,False,True,False,False,False,False
6,2024-01-22 06:00:00,0.94654,0.94659,0.94647,0.94649,577,5,0,0.94669,0.94594,False,True,True,False,1.0,5.0,4.0,0.0,True,False,False,0.94647,0.94659,False,True,False,False,False,False
7,2024-01-22 07:00:00,0.94649,0.94672,0.94641,0.94646,651,4,0,0.94672,0.94601,True,False,True,False,2.0,5.0,3.0,0.0,True,False,False,0.94641,0.94659,False,True,False,True,False,True
8,2024-01-22 08:00:00,0.94646,0.94685,0.94645,0.94676,1008,4,0,0.94685,0.94612,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,0.94645,0.94659,False,True,False,True,False,False
9,2024-01-22 09:00:00,0.9468,0.94731,0.94632,0.94674,3533,4,0,0.94731,0.94632,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,0.94632,0.94659,False,True,False,True,False,True
10,2024-01-22 10:00:00,0.94674,0.94688,0.9458,0.94612,4999,4,0,0.94731,0.9458,False,True,False,True,3.0,4.0,2.0,1.0,True,False,False,0.94632,0.94688,True,True,True,False,False,False
11,2024-01-22 11:00:00,0.94612,0.94616,0.94468,0.94554,3074,4,0,0.94731,0.94468,False,True,False,True,3.0,3.0,2.0,2.0,True,False,False,0.94632,0.94616,True,True,True,False,False,False
12,2024-01-22 12:00:00,0.94555,0.94581,0.94517,0.94548,2453,4,0,0.94731,0.94468,False,True,True,False,2.0,3.0,3.0,2.0,False,False,True,0.94517,0.94581,True,True,False,False,False,False
13,2024-01-22 13:00:00,0.94548,0.94552,0.94525,0.94546,2280,4,0,0.94731,0.94468,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,0.94525,0.94552,True,True,False,False,False,False
14,2024-01-22 14:00:00,0.94546,0.94563,0.94521,0.94561,1840,4,0,0.94688,0.94468,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,0.94521,0.94563,True,False,False,False,False,False
15,2024-01-22 15:00:00,0.94561,0.94586,0.94466,0.94475,2701,4,0,0.94616,0.94466,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,0.94521,0.94586,True,False,True,False,True,False
16,2024-01-22 16:00:00,0.94475,0.9461,0.94473,0.94609,3369,4,0,0.9461,0.94466,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,0.94473,0.9461,True,False,False,False,False,False
17,2024-01-22 17:00:00,0.94608,0.94684,0.94563,0.94613,3783,4,0,0.94684,0.94466,True,False,True,False,1.0,4.0,4.0,1.0,False,False,True,0.94563,0.9461,True,True,False,True,False,False
18,2024-01-22 18:00:00,0.94612,0.94688,0.94611,0.94626,2609,4,0,0.94688,0.94466,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,0.94611,0.9461,True,True,False,True,False,False
19,2024-01-22 19:00:00,0.94626,0.94648,0.94599,0.94631,1967,4,0,0.94688,0.94466,False,True,True,False,2.0,4.0,3.0,1.0,True,False,False,0.94599,0.94648,True,True,False,False,False,False
20,2024-01-22 20:00:00,0.9463,0.94635,0.94599,0.94625,2024,4,0,0.94688,0.94473,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.94599,0.94635,False,True,False,False,False,False
21,2024-01-22 21:00:00,0.94624,0.94642,0.94562,0.94574,1918,4,0,0.94688,0.94562,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.94562,0.94642,False,True,False,False,False,False
