time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_9,RSI_5 Scalping,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,Actual Movement
2001-01-02,70.99,71.62,70.63,71.57,842,80,0,63.907999999999994,63.362049999999996,65.30048413494731,63.362049999999996,69.84002927105706,67.84458909920954,67.638,72.05467567294689,63.221324327053125,66.70249901729568,69.0875,71.47250098270433,2.0624152745003954,1.7886381582497608,92.83,95.27,98.16410600863087,97.36136145855731,70.89,0.9592326139088669,-0.14086491055077532,1
2001-01-03,71.48,71.97,69.53,69.65,685,80,0,64.11359999999999,63.394749999999995,65.47105338455722,63.424616666666665,69.80202341684566,68.00871736291776,67.8785,72.18193246722902,63.57506753277099,67.16500643501588,69.32333333333334,71.48166023165079,1.9396845997214456,1.818847446544098,60.91,47.52,85.26574779174555,93.56672661328162,71.57,-2.6826882772111094,0.9592326139088669,-1
2001-01-04,69.69,72.18,69.68,72.12,713,80,0,64.3646,63.4371,65.7317963890844,63.51113789386402,70.26561873347653,68.38247032992524,68.235,72.70048317654438,63.76951682345562,67.62746453237838,69.76166666666667,71.89586880095496,2.018460457376449,1.8587700487105683,73.9,70.94,86.2956359621147,89.90849658749703,69.65,3.54630294328786,-2.6826882772111094,1
2001-01-05,72.11,73.15,72.02,72.91,594,80,0,64.62,63.4933,66.01329456990462,63.604658909845476,70.79449498678122,68.79406393629567,68.61500000000001,73.30786053489778,63.92213946510224,67.97712146661897,70.21249999999999,72.44787853338102,2.1201969788169635,1.9110554347318476,76.69,75.34,85.4353796221809,85.6655877920137,72.12,1.0953965612867433,3.54630294328786,1
2001-01-08,72.93,72.98,71.91,72.16,952,80,0,64.8584,63.5375,66.25434184167307,63.689786681886815,71.06759598942497,69.10005812390516,68.98349999999999,73.57338572842517,64.39361427157482,68.59607725590621,70.59916666666668,72.60225607742714,2.1159142308992216,1.9520271939653224,68.84,63.87,93.32945411276908,88.35348989902155,72.91,-1.0286654779865567,1.0953965612867433,-1
2001-01-09,72.22,72.48,71.36,72.44,903,80,0,65.096,63.578950000000006,66.49691667141138,63.776853481072024,71.34207679153998,69.40368920355014,69.353,73.80450805907404,64.90149194092595,68.9916634636231,70.91583333333334,72.84000320304358,2.110782001266813,1.9837781554256206,70.12,66.26,89.7642424953458,89.50969207676525,72.16,0.388026607538805,-1.0286654779865567,1
2001-01-10,72.42,72.59,71.38,71.44,910,80,0,65.30680000000001,63.61594999999999,66.69076307645408,63.85310369519071,71.36166143323199,69.58880836686377,69.65,73.817142906117,65.48285709388301,69.50704780851679,71.14666666666666,72.78628552481653,2.0029344481215645,1.9876094139648095,60.16,51.12,80.98114251990977,88.0249463760082,72.44,-1.38045278851463,0.388026607538805,-1
2001-01-11,71.46,73.27,71.43,73.08,974,80,0,65.551,63.66160000000001,66.94132138718136,63.944913608671406,71.7053291465856,69.90618942442161,69.991,74.10858618610482,65.87341381389518,69.7468067836453,71.4275,73.10819321635469,2.0264392489551,1.9953753809628676,68.43,66.71,84.89125765523121,85.21221422349556,71.44,2.295632698768202,-1.38045278851463,1
2001-01-12,73.12,73.53,72.49,73.22,1025,80,0,65.797,63.7068,67.18754407788013,64.03720302550055,72.00826331726849,70.20744493129237,70.3035,74.40519367456923,66.20180632543077,70.03424701239304,71.70666666666666,73.37908632094029,2.0329294575972625,2.002886196289747,69.05,67.81,86.63995642497719,84.1707855333727,73.08,0.19157088122605526,2.295632698768202,1
2001-01-15,73.23,73.5,72.25,72.64,1112,80,0,66.0318,63.744099999999996,67.40136587874758,64.12280299539607,72.13461065381479,70.42858630117489,70.5945,74.4868076702647,66.7021923297353,70.40514526949488,71.92583333333333,73.44652139717178,1.9685792853642425,1.9960248141046462,63.28,57.93,89.31722754551451,86.94948054190763,73.22,-0.792133296913411,0.19157088122605526,-1
2001-01-16,72.83,72.91,71.5,72.21,1253,80,0,66.26520000000001,63.77955,67.58993976585552,64.20327261733243,72.14968852305184,70.59053300106808,70.862,74.41115539248445,67.31284460751554,70.56456897377193,72.0275,73.49043102622808,1.8614265374852152,1.9691051587807602,59.16,51.04,79.64781397381954,85.20166598143707,72.64,-0.5919603524229156,-0.792133296913411,-1
2001-01-17,72.18,72.44,71.06,72.41,999,80,0,66.506,63.8195,67.77896173582198,64.28493159626446,72.20175081844147,70.75593909188007,71.1075,74.35928028163059,67.85571971836941,70.77979692474831,72.15416666666667,73.52853640858503,1.7722165323094998,1.9297274334865082,60.51,54.21,72.45832573038935,80.47445574990779,72.21,0.2769699487605637,-0.5919603524229156,1
2001-01-18,72.37,73.42,72.29,72.82,1011,80,0,66.7382,63.86285,67.9766495108878,64.36985765003297,72.32540065475317,70.94358099261824,71.3725,74.25445680050926,68.49054319949074,70.88588342532184,72.25833333333333,73.63078324134482,1.7148330065187452,1.8867485480929558,63.3,60.72,73.77743142144621,75.29452370855168,72.41,0.5662201353404228,0.2769699487605637,1
2001-01-19,72.88,73.32,71.44,71.53,846,80,0,66.9516,63.899100000000004,68.1159965888922,64.44110284754508,72.16632052380254,70.99689181147112,71.517,74.11195741776268,68.92204258223731,71.60739938707259,72.415,73.22260061292742,1.5474261643007026,1.8188840713345051,50.63,38.94,68.08333333333321,71.43969682838957,72.82,-1.7714913485306072,0.5662201353404228,-1
2001-01-22,71.48,71.59,70.48,71.38,896,80,0,67.1662,63.9392,68.24399672266114,64.51014660030583,72.00905641904204,71.0317198286101,71.6525,73.89817027855864,69.40682972144137,71.44327838993665,72.35333333333334,73.26338827673003,1.386666659266055,1.7324405889208152,49.34,37.01,59.499999999999865,67.12025491825976,71.53,-0.20970222284356632,-1.7714913485306072,-1
2001-01-23,71.43,72.27,71.1,71.2,827,80,0,67.3706,63.98125,68.35991841981169,64.57671230577543,71.84724513523363,71.04701802600917,71.727,73.80236117338686,69.65163882661315,71.22401157257775,72.21083333333333,73.1976550940889,1.2305540366973986,1.632063278476132,47.7,34.45,45.24350649350641,57.608946608946475,71.38,-0.25217147660407946,-0.20970222284356632,-1
