time,open,high,low,close,tick_volume,spread,real_volume,Close_pct_change,Gap,Gap_Zone_High_Low
2024-01-29 02:00:00,1.08423,1.0845,1.08413,1.08449,1026,2,0,0.0002398015181279689,False,"(None, None)"
2024-01-29 03:00:00,1.08448,1.08489,1.08434,1.08439,1441,2,0,9.22092412101172e-05,False,"(None, None)"
2024-01-29 04:00:00,1.0844,1.08452,1.08393,1.08434,1126,2,0,4.610887226907945e-05,False,"(None, None)"
2024-01-29 05:00:00,1.08436,1.08466,1.08424,1.08451,995,2,0,0.00015677739454411643,False,"(None, None)"
2024-01-29 06:00:00,1.08451,1.08476,1.08438,1.08446,862,2,0,4.610377036640134e-05,False,"(None, None)"
2024-01-29 07:00:00,1.08446,1.08451,1.08395,1.08399,1235,2,0,0.00043339542260656394,False,"(None, None)"
2024-01-29 08:00:00,1.08399,1.08472,1.08392,1.08465,1388,2,0,0.000608861705366115,False,"(None, None)"
2024-01-29 09:00:00,1.08465,1.085,1.08349,1.08371,3260,2,0,0.0008666390079749009,False,"(None, None)"
2024-01-29 10:00:00,1.08371,1.08419,1.0833,1.08347,3407,2,0,0.0002214614610920318,False,"(None, None)"
2024-01-29 11:00:00,1.08346,1.08355,1.0823,1.08251,3400,2,0,0.0008860420685389281,False,"(None, None)"
2024-01-29 12:00:00,1.08252,1.08253,1.08139,1.0819,2973,2,0,0.0005635051870190866,False,"(None, None)"
2024-01-29 13:00:00,1.0819,1.08271,1.08163,1.08229,2599,2,0,0.00036047693871887887,False,"(None, None)"
2024-01-29 14:00:00,1.08229,1.08368,1.08203,1.0822,3108,2,0,8.315700967387318e-05,False,"(None, None)"
2024-01-29 15:00:00,1.08221,1.08245,1.08138,1.08203,4115,2,0,0.0001570874145259138,False,"(None, None)"
2024-01-29 16:00:00,1.0820400000000001,1.08226,1.08041,1.08069,4699,2,0,0.0012384129830043111,False,"(None, None)"
2024-01-29 17:00:00,1.0807,1.08106,1.07959,1.07973,4618,2,0,0.0008883213502483001,False,"(None, None)"
2024-01-29 18:00:00,1.07973,1.08087,1.07959,1.0806,3532,2,0,0.0008057569948041188,False,"(None, None)"
2024-01-29 19:00:00,1.0806,1.08162,1.08055,1.08117,2786,2,0,0.0005274847307050745,False,"(None, None)"
2024-01-29 20:00:00,1.08117,1.08133,1.08093,1.08114,2086,2,0,2.7747717750159495e-05,False,"(None, None)"
2024-01-29 21:00:00,1.08115,1.08199,1.081,1.08186,1612,2,0,0.0006659637049781786,False,"(None, None)"
2024-01-29 22:00:00,1.08188,1.08403,1.08188,1.08311,4817,2,0,0.0011554175216756946,False,"(None, None)"
2024-01-29 23:00:00,1.08311,1.08349,1.08266,1.08342,1110,2,0,0.000286212850033829,False,"(None, None)"
2024-01-30 00:00:00,1.08321,1.08336,1.08287,1.08335,713,5,0,6.46102157981776e-05,False,"(None, None)"
2024-01-30 01:00:00,1.08335,1.08369,1.08331,1.08335,582,2,0,0.0,False,"(None, None)"
2024-01-30 02:00:00,1.08335,1.0842,1.08335,1.0841,1784,2,0,0.0006922970415839114,False,"(None, None)"
2024-01-30 03:00:00,1.08408,1.08408,1.08324,1.08348,2273,2,0,0.0005719029609815296,False,"(None, None)"
2024-01-30 04:00:00,1.08347,1.08361,1.08298,1.08339,1758,2,0,8.306567726212855e-05,False,"(None, None)"
2024-01-30 05:00:00,1.08338,1.08345,1.08302,1.08307,1052,2,0,0.00029536916530525925,False,"(None, None)"
2024-01-30 06:00:00,1.08305,1.08336,1.0824,1.08252,1296,2,0,0.0005078157459813548,False,"(None, None)"
2024-01-30 07:00:00,1.08252,1.0829,1.08218,1.08224,1247,2,0,0.0002586557292242331,False,"(None, None)"
2024-01-30 08:00:00,1.08225,1.08259,1.08138,1.08148,1979,2,0,0.0007022471910113071,False,"(None, None)"
2024-01-30 09:00:00,1.08149,1.08243,1.08119,1.08228,3026,2,0,0.0007397270407218937,False,"(None, None)"
2024-01-30 10:00:00,1.08227,1.0832,1.08163,1.08218,5037,2,0,9.239753113798876e-05,False,"(None, None)"
2024-01-30 11:00:00,1.08217,1.08293,1.08177,1.08268,3427,2,0,0.0004620303461533304,False,"(None, None)"
2024-01-30 12:00:00,1.08268,1.08405,1.0823,1.08383,3165,2,0,0.0010621790372040696,False,"(None, None)"
2024-01-30 13:00:00,1.08383,1.08481,1.08369,1.08419,2811,2,0,0.000332155411826518,False,"(None, None)"
2024-01-30 14:00:00,1.08417,1.08498,1.08365,1.08476,2645,2,0,0.0005257381086340995,False,"(None, None)"
2024-01-30 15:00:00,1.08476,1.08486,1.08339,1.08345,4870,2,0,0.001207640399719656,False,"(None, None)"
2024-01-30 16:00:00,1.08345,1.08572,1.08294,1.08499,5353,2,0,0.001421385389265728,True,"(None, None)"
2024-01-30 17:00:00,1.08499,1.08558,1.0828,1.0836999999999999,8225,2,0,0.0011889510502400835,False,"(1.08486, 1.0828)"
2024-01-30 18:00:00,1.0836999999999999,1.08442,1.08343,1.0843099999999999,4854,2,0,0.000562886407677432,False,"(None, None)"
2024-01-30 19:00:00,1.0843,1.08473,1.08366,1.08388,3080,2,0,0.0003965655578200833,False,"(None, None)"
2024-01-30 20:00:00,1.0838700000000001,1.0838700000000001,1.08315,1.08358,2411,2,0,0.00027678340775727506,False,"(None, None)"
2024-01-30 21:00:00,1.08358,1.08471,1.08355,1.08459,2239,2,0,0.0009320954613409871,False,"(None, None)"
2024-01-30 22:00:00,1.0846,1.08485,1.08408,1.08447,2602,2,0,0.00011064088733980793,False,"(None, None)"
2024-01-30 23:00:00,1.08446,1.08469,1.08424,1.08454,1363,2,0,6.454765922536687e-05,False,"(None, None)"
2024-01-31 00:00:00,1.08393,1.08443,1.0836999999999999,1.08437,959,7,0,0.00015674848322788648,False,"(None, None)"
2024-01-31 01:00:00,1.08437,1.08449,1.08425,1.08428,822,2,0,8.299750085316582e-05,False,"(None, None)"
2024-01-31 02:00:00,1.08428,1.0848200000000001,1.0841,1.08427,2696,2,0,9.22271000092234e-06,False,"(None, None)"
2024-01-31 03:00:00,1.08429,1.08436,1.08312,1.08312,3385,2,0,0.0010606214319311968,False,"(None, None)"
2024-01-31 04:00:00,1.08311,1.08312,1.08161,1.0818,2991,2,0,0.0012187015289164549,False,"(None, None)"
2024-01-31 05:00:00,1.0818,1.08189,1.08159,1.08186,1545,2,0,5.546311702708806e-05,False,"(None, None)"
2024-01-31 06:00:00,1.08186,1.08221,1.08181,1.08206,1190,2,0,0.0001848668034680756,False,"(None, None)"
2024-01-31 07:00:00,1.08206,1.0822,1.08175,1.08206,1488,2,0,0.0,False,"(None, None)"
2024-01-31 08:00:00,1.08206,1.0822,1.0815,1.08156,1729,2,0,0.0004620815851246185,False,"(None, None)"
2024-01-31 09:00:00,1.08156,1.08215,1.08059,1.08159,3850,2,0,2.773771219355403e-05,False,"(None, None)"
2024-01-31 10:00:00,1.08161,1.08261,1.08093,1.08188,5489,2,0,0.00026812378073004517,False,"(None, None)"
2024-01-31 11:00:00,1.08191,1.08368,1.0816,1.08223,6080,2,0,0.0003235109254262625,False,"(None, None)"
2024-01-31 12:00:00,1.08223,1.08314,1.08212,1.08253,3442,2,0,0.00027720539996112237,False,"(None, None)"
2024-01-31 13:00:00,1.08255,1.08404,1.08253,1.0839,3130,2,0,0.0012655538414640954,True,"(None, None)"
2024-01-31 14:00:00,1.0839,1.08429,1.08335,1.08367,3505,2,0,0.00021219669711247668,False,"(1.08314, 1.08335)"
2024-01-31 15:00:00,1.08367,1.08629,1.08343,1.08575,7782,2,0,0.0019194035084482142,True,"(None, None)"
2024-01-31 16:00:00,1.08574,1.08865,1.08522,1.08799,8498,2,0,0.0020630900299332122,True,"(1.08429, 1.08522)"
2024-01-31 17:00:00,1.08801,1.08873,1.0854,1.08612,9808,2,0,0.0017187657974797599,True,"(1.08629, 1.0854)"
2024-01-31 18:00:00,1.0861399999999999,1.08676,1.08447,1.08545,7386,2,0,0.0006168747468050517,False,"(1.08865, 1.08447)"
2024-01-31 19:00:00,1.08545,1.08546,1.08417,1.08497,4410,2,0,0.00044221290708923444,False,"(None, None)"
2024-01-31 20:00:00,1.08496,1.08525,1.08438,1.0845,4268,2,0,0.00043319170115296846,False,"(None, None)"
2024-01-31 21:00:00,1.08451,1.08641,1.08156,1.08404,14224,3,0,0.0004241585984325891,False,"(None, None)"
2024-01-31 22:00:00,1.0841,1.08419,1.07945,1.08076,11540,2,0,0.0030257186081693588,True,"(None, None)"
2024-01-31 23:00:00,1.08076,1.08191,1.08054,1.08181,2802,2,0,0.000971538546948425,False,"(1.08641, 1.08054)"
2024-02-01 00:00:00,1.08166,1.08197,1.08078,1.0813,389,5,0,0.00047143213688172203,False,"(None, None)"
2024-02-01 01:00:00,1.0813,1.08159,1.0803,1.08039,1089,2,0,0.0008415795801349768,False,"(None, None)"
2024-02-01 02:00:00,1.08039,1.0814300000000001,1.08017,1.08081,2685,2,0,0.00038874850748338297,False,"(None, None)"
2024-02-01 03:00:00,1.08083,1.08124,1.08044,1.08089,3430,2,0,7.401856015376573e-05,False,"(None, None)"
2024-02-01 04:00:00,1.08086,1.08217,1.08084,1.08191,3075,2,0,0.0009436667931057574,False,"(None, None)"
2024-02-01 05:00:00,1.0819,1.08207,1.08108,1.08117,2264,2,0,0.0006839755617380483,False,"(None, None)"
2024-02-01 06:00:00,1.08117,1.08135,1.08051,1.08076,1710,2,0,0.0003792188092529569,False,"(None, None)"
2024-02-01 07:00:00,1.08075,1.08075,1.08027,1.08027,2189,2,0,0.0004533846552424725,False,"(None, None)"
2024-02-01 08:00:00,1.08028,1.08049,1.07935,1.07959,2389,2,0,0.00062947226156429,False,"(None, None)"
2024-02-01 09:00:00,1.07956,1.07973,1.0783800000000001,1.07933,4561,2,0,0.00024083216776749072,False,"(None, None)"
2024-02-01 10:00:00,1.07929,1.0794,1.07799,1.07917,5806,2,0,0.00014824011192127173,False,"(None, None)"
2024-02-01 11:00:00,1.07916,1.08015,1.07865,1.07983,5029,2,0,0.0006115811225293477,False,"(None, None)"
2024-02-01 12:00:00,1.07987,1.08026,1.07914,1.07931,4821,2,0,0.00048155728216481286,False,"(None, None)"
2024-02-01 13:00:00,1.07931,1.08131,1.07925,1.08083,4205,2,0,0.0014083071592034813,True,"(None, None)"
2024-02-01 14:00:00,1.08083,1.08198,1.08055,1.08152,6091,2,0,0.0006383982679978306,False,"(1.08026, 1.08055)"
2024-02-01 15:00:00,1.0815,1.08273,1.08086,1.08138,6907,2,0,0.000129447444337627,False,"(None, None)"
2024-02-01 16:00:00,1.08138,1.08298,1.08115,1.08268,6980,2,0,0.0012021676006583881,False,"(None, None)"
2024-02-01 17:00:00,1.08268,1.08318,1.08038,1.08264,9677,2,0,3.694535781584296e-05,False,"(None, None)"
2024-02-01 18:00:00,1.0826500000000001,1.08659,1.08264,1.08643,8329,2,0,0.0035007019877335566,True,"(None, None)"
2024-02-01 19:00:00,1.08643,1.08747,1.08606,1.08727,6673,2,0,0.0007731745257402167,False,"(1.08318, 1.08606)"
2024-02-01 20:00:00,1.08727,1.08733,1.08627,1.08696,5890,2,0,0.0002851177720345488,False,"(None, None)"
2024-02-01 21:00:00,1.08698,1.08748,1.08678,1.08719,4654,2,0,0.00021159932288239425,False,"(None, None)"
2024-02-01 22:00:00,1.08719,1.08748,1.08681,1.08715,3304,2,0,3.679209705753639e-05,False,"(None, None)"
2024-02-01 23:00:00,1.08714,1.08731,1.08681,1.08713,1758,2,0,1.8396725382952006e-05,False,"(None, None)"
2024-02-02 00:00:00,1.0872,1.08739,1.08638,1.0872600000000001,852,5,0,0.00011958091488617484,False,"(None, None)"
2024-02-02 01:00:00,1.08725,1.08762,1.0872,1.08742,724,2,0,0.00014715891323136,False,"(None, None)"
2024-02-02 02:00:00,1.08742,1.08798,1.08715,1.0872600000000001,1632,2,0,0.00014713726067194788,False,"(None, None)"
2024-02-02 03:00:00,1.08728,1.08758,1.087,1.08715,2478,2,0,0.00010117175284662938,False,"(None, None)"
2024-02-02 04:00:00,1.08716,1.08786,1.08713,1.08783,1804,2,0,0.0006254886630179257,False,"(None, None)"
2024-02-02 05:00:00,1.08783,1.08788,1.08733,1.08767,1606,2,0,0.00014708180506162183,False,"(None, None)"
2024-02-02 06:00:00,1.08767,1.08774,1.08718,1.0873,1202,2,0,0.0003401767080088991,False,"(None, None)"
2024-02-02 07:00:00,1.0873,1.08824,1.08723,1.08775,1847,2,0,0.00041386921732744497,False,"(None, None)"
2024-02-02 08:00:00,1.08774,1.0881,1.08738,1.08757,2087,2,0,0.0001654792001839489,False,"(None, None)"
2024-02-02 09:00:00,1.08756,1.0887,1.08742,1.08808,3559,2,0,0.00046893533289815714,False,"(None, None)"
2024-02-02 10:00:00,1.08809,1.08903,1.08735,1.08793,4210,2,0,0.000137857510477013,False,"(None, None)"
2024-02-02 11:00:00,1.08792,1.08975,1.08792,1.08908,3493,2,0,0.0010570533030618279,False,"(None, None)"
2024-02-02 12:00:00,1.08908,1.0895,1.08807,1.08845,2830,2,0,0.0005784699012011396,False,"(None, None)"
2024-02-02 13:00:00,1.08845,1.08864,1.08781,1.08837,2935,2,0,7.349901235687017e-05,False,"(None, None)"
2024-02-02 14:00:00,1.08837,1.08851,1.08776,1.08803,3614,2,0,0.00031239376315039813,False,"(None, None)"
2024-02-02 15:00:00,1.08803,1.08861,1.08036,1.08071,9364,2,0,0.006727755668501811,True,"(None, None)"
2024-02-02 16:00:00,1.08071,1.08168,1.07915,1.0809,9440,2,0,0.00017581034690139496,False,"(1.08851, 1.07915)"
2024-02-02 17:00:00,1.0809,1.08109,1.07831,1.08024,9030,2,0,0.0006106022758810559,False,"(None, None)"
2024-02-02 18:00:00,1.08024,1.08037,1.07823,1.07861,5943,2,0,0.0015089239428275336,True,"(None, None)"
2024-02-02 19:00:00,1.07861,1.07925,1.07808,1.07833,5739,2,0,0.0002595933655352711,False,"(1.08109, 1.07808)"
2024-02-02 20:00:00,1.07833,1.0791,1.07804,1.07881,4714,2,0,0.00044513275156954357,False,"(None, None)"
2024-02-02 21:00:00,1.07882,1.07956,1.0786,1.07925,4169,2,0,0.0004078568051835152,False,"(None, None)"
2024-02-02 22:00:00,1.07924,1.07974,1.07918,1.07929,3618,2,0,3.706277507542488e-05,False,"(None, None)"
2024-02-02 23:00:00,1.0793,1.0794,1.07874,1.07888,1229,2,0,0.00037987936513816933,False,"(None, None)"
2024-02-05 00:00:00,1.07825,1.07871,1.07791,1.07807,654,6,0,0.000750778585199452,False,"(None, None)"
2024-02-05 01:00:00,1.07815,1.0783,1.07698,1.07797,1898,2,0,9.275835520883291e-05,False,"(None, None)"
2024-02-05 02:00:00,1.07798,1.0783,1.07672,1.07724,5055,2,0,0.0006771988088722924,False,"(None, None)"
2024-02-05 03:00:00,1.07725,1.0778699999999999,1.07686,1.07782,3184,2,0,0.0005384129813226224,False,"(None, None)"
2024-02-05 04:00:00,1.07782,1.07811,1.07755,1.0778699999999999,2500,2,0,4.638993523964352e-05,False,"(None, None)"
2024-02-05 05:00:00,1.0778699999999999,1.07809,1.07744,1.0779,1783,2,0,2.783266998829248e-05,False,"(None, None)"
2024-02-05 06:00:00,1.07791,1.078,1.07754,1.07788,1226,2,0,1.855459690147665e-05,False,"(None, None)"
2024-02-05 07:00:00,1.07788,1.07821,1.07732,1.07821,2346,2,0,0.0003061565294837365,False,"(None, None)"
2024-02-05 08:00:00,1.07821,1.0784799999999999,1.07773,1.07778,2277,2,0,0.0003988091373664515,False,"(None, None)"
2024-02-05 09:00:00,1.07779,1.07833,1.0772599999999999,1.07802,3174,2,0,0.0002226799532372148,False,"(None, None)"
2024-02-05 10:00:00,1.07802,1.07861,1.07633,1.07666,5009,2,0,0.0012615721415187853,True,"(None, None)"
