,time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
0,2024-01-22 00:00:00,0.88491,0.88629,0.88481,0.8861,3228,36,0,0.88734,0.88481,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,0.88589,0.88629,True,False,True,False,False,False
1,2024-01-22 01:00:00,0.8861,0.88648,0.88545,0.88583,1279,5,0,0.88658,0.88481,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,0.88545,0.88648,True,False,False,False,False,False
2,2024-01-22 02:00:00,0.88581,0.88732,0.88562,0.88722,2106,5,0,0.88732,0.88481,True,False,True,False,1.0,3.0,4.0,2.0,False,True,False,0.88562,0.88648,True,True,False,True,False,False
3,2024-01-22 03:00:00,0.88722,0.88763,0.8864,0.88676,3405,6,0,0.88763,0.88481,True,False,True,False,2.0,3.0,3.0,2.0,False,False,True,0.8864,0.88648,True,True,False,True,False,False
4,2024-01-22 04:00:00,0.88676,0.88689,0.88586,0.88648,2688,4,0,0.88763,0.88481,False,True,True,False,2.0,4.0,3.0,1.0,True,False,False,0.88586,0.88689,True,True,False,False,False,False
5,2024-01-22 05:00:00,0.88648,0.88678,0.88572,0.88608,2079,7,0,0.88763,0.88545,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.88572,0.88678,False,True,False,False,False,False
6,2024-01-22 06:00:00,0.88608,0.88644,0.8856,0.88598,1325,6,0,0.88763,0.8856,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.8856,0.88644,False,True,False,False,False,False
7,2024-01-22 07:00:00,0.88598,0.88606,0.88514,0.88534,2111,7,0,0.88763,0.88514,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,0.8856,0.88606,True,True,True,False,False,False
8,2024-01-22 08:00:00,0.88534,0.88559,0.88464,0.88553,2644,5,0,0.88689,0.88464,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,0.8856,0.88559,True,False,True,False,False,False
9,2024-01-22 09:00:00,0.88553,0.88562,0.88476,0.88543,3094,5,0,0.88678,0.88464,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,0.88476,0.88562,True,False,False,False,False,False
10,2024-01-22 10:00:00,0.88543,0.88554,0.88422,0.88439,4322,4,0,0.88644,0.88422,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,0.88476,0.88554,True,False,True,False,False,False
11,2024-01-22 11:00:00,0.8844,0.88503,0.8842,0.8844,2857,5,0,0.88606,0.8842,False,True,False,True,0.0,1.0,5.0,4.0,False,True,False,0.88476,0.88503,True,False,True,False,False,False
12,2024-01-22 12:00:00,0.8844,0.88459,0.88408,0.8842,2724,4,0,0.88562,0.88408,False,True,False,True,0.0,1.0,5.0,4.0,False,True,False,0.88476,0.88459,True,False,True,False,False,False
13,2024-01-22 13:00:00,0.8842,0.88493,0.88409,0.88425,2145,6,0,0.88562,0.88408,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,0.88409,0.88493,True,False,False,False,False,False
14,2024-01-22 14:00:00,0.88425,0.88536,0.88406,0.88509,2871,5,0,0.88554,0.88406,False,True,False,True,0.0,1.0,5.0,4.0,False,True,False,0.88409,0.88536,True,False,True,False,True,False
15,2024-01-22 15:00:00,0.88509,0.8858,0.88471,0.8855,4140,4,0,0.8858,0.88406,True,False,True,False,1.0,2.0,4.0,3.0,False,True,False,0.88471,0.88536,True,True,False,True,False,False
16,2024-01-22 16:00:00,0.8855,0.88576,0.8848,0.88532,4723,4,0,0.8858,0.88406,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,0.8848,0.88576,True,True,False,False,False,False
