time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_9,RSI_5 Scalping,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,Actual Movement
2010-05-12,7.62641,7.64489,7.51277,7.55549,114846,750,0,7.236739,7.117679849999999,7.28985448989569,7.117679849999999,7.515035454214967,7.394661691659094,7.33942,7.731258115501794,6.947581884498205,7.189024741231307,7.453203333333334,7.71738192543536,0.11114864854415707,0.07870027681471195,59.67,55.14,59.87652633497358,64.86855080085691,7.62172,-0.8689639608907229,1.3069905986530017,-1
2010-05-13,7.55251,7.63811,7.51676,7.62859,86006,812,0,7.246236,7.120189249999999,7.303138235389977,7.122763533084576,7.537746363371975,7.415927901508267,7.364100500000001,7.763431585064759,6.964769414935243,7.2198629632845925,7.481678333333334,7.743493703382075,0.11505255467136077,0.08597073238604172,63.62,62.18,64.6696737743758,62.84671774405492,7.55549,0.9675083945581253,-0.8689639608907229,1
2010-05-14,7.62619,7.76968,7.59557,7.74373,96518,760,0,7.2589854,7.123262050000001,7.320416343806057,7.128942303899655,7.578943090697581,7.445728092280242,7.3927265,7.814116920454709,6.971336079545291,7.25381074955537,7.5199533333333335,7.786095917111297,0.1259849876237693,0.09397358343358725,69.0,71.1,70.20140592449366,64.9158686779477,7.62859,1.509322168316829,0.9675083945581253,1
2010-05-17,7.74239,7.83177,7.7042,7.70904,162776,0,113490000000,7.270991399999999,7.1260422000000005,7.3356564871862115,7.134714420278764,7.604962472558064,7.469665538436583,7.419601499999999,7.849609612075801,6.989593387924197,7.313798508181753,7.558653333333333,7.803508158484913,0.13034726429447296,0.10124831960576439,65.71,65.3,76.5082578436457,70.4597791808384,7.74373,-0.4479753297183753,1.509322168316829,-1
2010-05-18,7.71036,7.87451,7.65794,7.85768,128684,750,0,7.2854588,7.12955855,7.356127997492635,7.141908107639174,7.655505978046452,7.5049395803968935,7.455155,7.906074564467982,7.004235435532019,7.3798074447275175,7.609496666666666,7.839185888605814,0.14413688545477488,0.10982603277556649,72.12,75.85,86.2445606105673,77.65140812623558,7.70904,1.9281259404543283,-0.4479753297183753,1
2010-05-19,7.85985,7.91618,7.7737,7.78218,149340,40,46449500000,7.2987078,7.1322334000000005,7.3728359191595905,7.14827897223978,7.680840782437162,7.530143254906267,7.485184000000001,7.939214938126462,7.031153061873541,7.469174609996857,7.651767499999999,7.834360390003141,0.14727534208515625,0.11731589463748446,65.16,63.58,85.39212029749893,82.714979583904,7.85768,-0.9608434041600056,1.9281259404543283,-1
2010-05-20,7.7947,7.99684,7.7705,7.96009,105455,0,27900000000,7.315645400000001,7.135477000000001,7.395865490957254,7.156356693909036,7.736690625949731,7.569229322642061,7.5213765,8.00471594934279,7.038037050657208,7.51098361314174,7.697994166666668,7.885004720191596,0.16224814608804472,0.1263023449275965,72.26,75.33,91.3968691446126,87.67785001755963,7.78218,2.286120341600939,-0.9608434041600056,1
2010-05-21,7.9631,7.97813,7.76761,7.80411,94872,812,0,7.3308393999999995,7.138476099999999,7.411875079547166,7.1628020004373045,7.750174500759785,7.590582111492782,7.553312,8.022546814718591,7.084077185281408,7.532873093854032,7.716575833333334,7.900278572812636,0.15968714471038847,0.1329793048841549,60.16,55.65,83.53974746139711,86.7762456345029,7.96009,-1.959525583253463,2.286120341600939,-1
2010-05-24,7.82982,7.92701,7.79436,7.88589,76621,750,0,7.346503200000001,7.14213665,7.430463899957082,7.169996905905591,7.777317600607828,7.617428283175255,7.590487499999999,8.041044758997112,7.1399302410028875,7.530379980022527,7.726325833333334,7.922271686644141,0.1623846263123907,0.13886036916980207,63.74,62.13,83.73464609247077,86.22375423282683,7.80411,1.0479093708315235,-1.959525583253463,1
2010-05-25,7.88972,8.078,7.88444,7.91044,84977,812,0,7.363474600000001,7.1457424000000005,7.449286492115628,7.177364498881654,7.803942080486264,7.644065711977504,7.621665,8.07016620363271,7.17316379636729,7.542687856266639,7.748529166666667,7.9543704770666945,0.16460590533034303,0.14400947640191028,64.81,64.1,77.30754769730203,81.52731375038998,7.88589,0.31131552684606767,1.0479093708315235,1
