time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_9,RSI_5 Scalping,Stoch_%K,Stoch_%D,close_price_previous,close_price_percentage_change,close_price_previous_percentage_change,Actual Movement
2017-12-03,0.24,0.25,0.24,0.24,32,0,0,0.2184,0.22015,0.22415720556260268,0.22015,0.24193906986831637,0.23461713447913543,0.23499999999999996,0.2675576411921994,0.20244235880780054,0.2256556638036688,0.24333333333333332,0.26101100286299783,0.008354727472245804,0.00875556142079295,51.65,47.88,38.888888888888864,41.46825396825394,0.24,0.0,-4.0000000000000036,0
2017-12-04,0.24,0.25,0.24,0.25,36,0,0,0.2182,0.22005,0.2251706484817163,0.22044701492537314,0.2435512558946531,0.23601557679921403,0.2375,0.2663963665535998,0.2086036334464002,0.22635690810569709,0.24416666666666664,0.2619764252276362,0.008507151578793531,0.008705879452393065,56.56,57.24,38.888888888888864,39.947089947089914,0.24,4.166666666666674,0.0,1
2017-12-05,0.25,0.25,0.24,0.24,28,0,0,0.21780000000000002,0.21950000000000003,0.22575219167851174,0.22064157199079232,0.2428410047157225,0.23637779709019457,0.2395,0.26271637353248783,0.21628362646751215,0.2263569081056971,0.24416666666666667,0.26197642522763626,0.00773190378103128,0.008511084318120709,50.76,46.75,38.888888888888864,38.888888888888864,0.25,-4.0000000000000036,4.166666666666674,-1
2017-12-06,0.24,0.24,0.22,0.22,36,0,0,0.2176,0.21865,0.2255266155342564,0.22063518818988892,0.23827280377257803,0.2348889064456314,0.23900000000000002,0.26341311123146743,0.21458688876853257,0.22207483170203907,0.24250000000000002,0.262925168297961,0.0054409614462485045,0.007897059743746269,41.25,32.06,27.77777777777776,35.18518518518516,0.24,-8.333333333333325,-4.0000000000000036,-1
2017-12-07,0.22,0.23,0.21,0.21,40,0,0,0.2174,0.21785,0.2249177286505601,0.22052936542183033,0.23261824301806244,0.23262627858693763,0.23850000000000002,0.2647868788561899,0.21221312114381016,0.21550510257216762,0.24000000000000002,0.2644948974278324,0.002786337549239265,0.006874915304844869,37.32,26.8,11.111111111111102,25.925925925925906,0.22,-4.545454545454552,-8.333333333333325,-1
2017-12-08,0.21,0.25,0.21,0.24,38,0,0,0.218,0.21735,0.22550919027210675,0.22072310307932455,0.23409459441444996,0.233296616897216,0.23900000000000002,0.26500000000000007,0.213,0.2155051025721676,0.24,0.2644948974278324,0.0030679132703945178,0.006113514897954799,52.58,54.69,14.285714285714278,17.72486772486771,0.21,14.28571428571428,-4.545454545454552,1
2017-12-09,0.24,0.24,0.23,0.24,27,0,0,0.21860000000000002,0.2169,0.2260774573202594,0.22091491299893326,0.23527567553155998,0.23390601536110545,0.2395,0.2651709953059869,0.2138290046940131,0.21550510257216762,0.24000000000000002,0.2644948974278324,0.003253559054542998,0.005541523729272439,52.58,54.69,28.571428571428555,17.989417989417973,0.24,0.0,14.28571428571428,0
2017-12-10,0.23,0.24,0.22,0.23,32,0,0,0.21899999999999997,0.21655000000000002,0.2262312825233865,0.22100531187456576,0.234220540425248,0.2335509230555504,0.23900000000000002,0.26500000000000007,0.213,0.21910947313300788,0.23583333333333334,0.2525571935336588,0.0025642096369437595,0.004946060910806703,47.68,45.63,38.09523809523808,26.98412698412697,0.24,-4.1666666666666625,0.0,-1
2017-12-11,0.23,0.25,0.23,0.24,33,0,0,0.2198,0.21614999999999998,0.22677123222835174,0.22119431374646062,0.2353764323401984,0.23413720277777308,0.2395,0.2651709953059869,0.2138290046940131,0.22008354271488875,0.23666666666666666,0.25324979061844455,0.0027926200973780457,0.0045153727481209716,52.64,54.96,38.09523809523808,34.9206349206349,0.23,4.347826086956519,-4.1666666666666625,1
2017-12-12,0.24,0.39,0.24,0.32,72,0,0,0.22240000000000001,0.21635,0.23042726233704383,0.22217745490321225,0.25230114587215874,0.24194291161615733,0.2435,0.28698562981031783,0.20001437018968216,0.2049276045939899,0.24333333333333332,0.28173906207267674,0.009321515813132786,0.005476601361123335,74.45,83.41,44.17989417989418,40.12345679012344,0.24,33.33333333333335,4.347826086956519,1
2017-12-13,0.33,0.49,0.31,0.43,142,0,0,0.22699999999999998,0.21735,0.2382536442061794,0.22424534092407583,0.287840916697727,0.259039010560143,0.253,0.3451086315173557,0.16089136848264432,0.1717668848674293,0.25833333333333336,0.3448997817992374,0.023105448173759646,0.009002370723650597,85.08,92.04,60.84656084656084,47.70723104056437,0.32,34.375,33.33333333333335,1
2017-12-14,0.43,0.85,0.43,0.82,217,0,0,0.2394,0.2202,0.2610672267863292,0.23017324797955768,0.3942727333581816,0.3100354641455845,0.282,0.5454084281111748,0.018591571888825043,0.05902781672587082,0.30666666666666664,0.5543055166074624,0.06475262653979197,0.020152421886878873,94.39,97.59,78.3316798941799,61.1193783068783,0.43,90.69767441860463,34.375,1
2017-12-15,0.7,0.78,0.57,0.69,212,0,0,0.24919999999999998,0.22255000000000003,0.27788811985353196,0.2347486385469253,0.4534181866865453,0.34457769467780414,0.3045,0.6212001736658823,-0.012200173665882275,0.052825479224863414,0.3441666666666667,0.63550785410847,0.08627389019933535,0.03337671554937017,76.49,75.62,82.96130952380952,74.04651675485009,0.82,-15.85365853658537,90.69767441860463,-1
2017-12-16,0.7,0.77,0.66,0.7,108,0,0,0.25920000000000004,0.22495,0.29444152691809933,0.2393780053275529,0.5027345493492362,0.37688881334345825,0.3275,0.6861572179672396,-0.03115721796723958,0.05949629248555116,0.38166666666666665,0.7038370408477821,0.10294982166821592,0.04729133677313932,76.87,76.13,82.29166666666667,81.19488536155204,0.69,1.449275362318847,-15.85365853658537,1
2017-12-17,0.7,0.71,0.65,0.67,77,0,0,0.2686,0.22735,0.3091693101762131,0.24366280129444293,0.536187639479389,0.4035352848576893,0.349,0.7346371351413139,-0.03663713514131395,0.0817475800533971,0.4175,0.7532524199466029,0.11244863040687486,0.060322795499886436,72.9,70.53,74.47916666666667,79.91071428571429,0.7,-4.2857142857142705,1.449275362318847,-1
