,time,Actual Movement,Predictions,Predicted,close,previous close price
0,2019-08-21,-1,0.24919839,-1,0.64029,
1,2019-08-22,-1,0.05161155,-1,0.63661,0.64029
2,2019-08-23,1,0.9837208,1,0.63929,0.63661
3,2019-08-26,-1,0.34554636,-1,0.63861,0.63929
4,2019-08-27,-1,0.15657091,-1,0.63597,0.63861
5,2019-08-28,-1,0.11331991,-1,0.63333,0.63597
6,2019-08-29,-1,0.12155712,-1,0.63105,0.63333
7,2019-08-30,-1,0.25703344,-1,0.6309,0.63105
8,2019-09-02,-1,0.1566594,-1,0.63073,0.6309
9,2019-09-03,1,0.98114794,1,0.6337,0.63073
10,2019-09-04,1,0.98845696,1,0.63612,0.6337
11,2019-09-05,1,0.9790252,1,0.63737,0.63612
12,2019-09-06,1,0.998092,1,0.64251,0.63737
13,2019-09-09,1,0.9545819,1,0.64262,0.64251
14,2019-09-10,-1,0.92433333,1,0.6421,0.64262
15,2019-09-11,-1,0.8057772,-1,0.64137,0.6421
16,2019-09-12,-1,0.7033919,-1,0.64081,0.64137
17,2019-09-13,-1,0.030027172,-1,0.63757,0.64081
18,2019-09-16,-1,0.02406923,-1,0.63452,0.63757
19,2019-09-17,1,0.6720449,-1,0.63561,0.63452
20,2019-09-18,-1,0.01607736,-1,0.63155,0.63561
21,2019-09-19,-1,0.08575873,-1,0.62977,0.63155
22,2019-09-20,-1,0.030295696,-1,0.62571,0.62977
23,2019-09-23,1,0.98833966,1,0.62907,0.62571
24,2019-09-24,1,0.9905511,1,0.63224,0.62907
25,2019-09-25,-1,0.069373496,-1,0.62681,0.63224
26,2019-09-26,1,0.99195296,1,0.62922,0.62681
27,2019-09-27,1,0.9616805,1,0.62943,0.62922
28,2019-09-30,-1,0.5305814,-1,0.62635,0.62943
29,2019-10-01,-1,0.570502,-1,0.62419,0.62635
30,2019-10-02,1,0.9891895,1,0.62689,0.62419
31,2019-10-03,1,0.98766476,1,0.62962,0.62689
32,2019-10-04,1,0.97263193,1,0.6312,0.62962
33,2019-10-07,-1,0.21374267,-1,0.62883,0.6312
34,2019-10-08,1,0.89426744,1,0.62961,0.62883
35,2019-10-09,-1,0.5512179,-1,0.62894,0.62961
36,2019-10-10,1,0.97823274,1,0.63185,0.62894
37,2019-10-11,1,0.95550287,1,0.63357,0.63185
38,2019-10-14,-1,0.040037993,-1,0.62983,0.63357
39,2019-10-15,-1,0.4564452,-1,0.62954,0.62983
40,2019-10-16,-1,0.37627107,-1,0.62914,0.62954
41,2019-10-17,1,0.9952473,1,0.63475,0.62914
42,2019-10-18,1,0.9836717,1,0.63851,0.63475
43,2019-10-21,1,0.9655903,1,0.64041,0.63851
44,2019-10-22,1,0.95919836,1,0.64052,0.64041
45,2019-10-23,1,0.9892904,1,0.64228,0.64052
46,2019-10-24,-1,0.05147315,-1,0.638,0.64228
47,2019-10-25,-1,0.076267265,-1,0.63481,0.638
48,2019-10-28,-1,0.55781895,-1,0.63478,0.63481
49,2019-10-29,1,0.77744585,-1,0.6356,0.63478
50,2019-10-30,1,0.98513377,1,0.63935,0.6356
51,2019-10-31,1,0.95574737,1,0.64122,0.63935
52,2019-11-01,1,0.958577,1,0.64258,0.64122
53,2019-11-04,-1,0.14033894,-1,0.64003,0.64258
54,2019-11-05,-1,0.077448465,-1,0.63713,0.64003
55,2019-11-06,-1,0.7062179,-1,0.63677,0.63713
56,2019-11-07,1,0.87346774,1,0.63679,0.63677
57,2019-11-08,-1,0.0858572,-1,0.63265,0.63679
58,2019-11-11,1,0.9963703,1,0.63613,0.63265
59,2019-11-12,-1,0.43809724,-1,0.63282,0.63613
60,2019-11-13,1,0.9997719,1,0.64092,0.63282
61,2019-11-14,-1,0.5600825,-1,0.63795,0.64092
62,2019-11-15,1,0.98804086,1,0.64017,0.63795
63,2019-11-18,-1,0.9263388,1,0.63964,0.64017
64,2019-11-19,1,0.9920946,1,0.64294,0.63964
65,2019-11-20,-1,0.68024486,-1,0.64158,0.64294
66,2019-11-21,-1,0.47776467,-1,0.63994,0.64158
67,2019-11-22,1,0.8416112,1,0.64018,0.63994
68,2019-11-25,1,0.9361056,1,0.64166,0.64018
69,2019-11-26,1,0.8667813,1,0.64273,0.64166
70,2019-11-27,-1,0.2996283,-1,0.64198,0.64273
71,2019-11-28,-1,0.35707438,-1,0.64165,0.64198
72,2019-11-29,1,0.69271487,-1,0.64216,0.64165
73,2019-12-02,1,0.99908805,1,0.65013,0.64216
74,2019-12-03,1,0.97532064,1,0.65188,0.65013
75,2019-12-04,1,0.9862002,1,0.65283,0.65188
76,2019-12-05,1,0.9933194,1,0.65459,0.65283
77,2019-12-06,1,0.99396604,1,0.6566,0.65459
78,2019-12-09,-1,0.77792484,-1,0.65481,0.6566
79,2019-12-10,-1,0.93438554,1,0.65452,0.65481
80,2019-12-11,1,0.994808,1,0.65841,0.65452
81,2019-12-12,1,0.97537065,1,0.65974,0.65841
82,2019-12-13,-1,0.8747283,1,0.65897,0.65974
83,2019-12-16,1,0.9761219,1,0.6596,0.65897
84,2019-12-17,-1,0.20813912,-1,0.65726,0.6596
85,2019-12-18,1,0.95454735,1,0.65879,0.65726
86,2019-12-19,1,0.96573836,1,0.66049,0.65879
87,2019-12-20,-1,0.9064498,1,0.66033,0.66049
88,2019-12-23,1,0.9917196,1,0.66358,0.66033
89,2019-12-24,1,0.95952964,1,0.66373,0.66358
90,2019-12-26,1,0.99515235,1,0.66693,0.66373
91,2019-12-27,1,0.9946477,1,0.67025,0.66693
92,2019-12-30,1,0.99381244,1,0.67271,0.67025
93,2019-12-31,1,0.99027437,1,0.67304,0.67271
94,2020-01-02,-1,0.36287308,-1,0.66988,0.67304
95,2020-01-03,-1,0.10664038,-1,0.6663,0.66988
96,2020-01-06,1,0.884688,1,0.66698,0.6663
97,2020-01-07,-1,0.08438559,-1,0.66392,0.66698
98,2020-01-08,1,0.8701262,1,0.66501,0.66392
99,2020-01-09,-1,0.063862845,-1,0.66131,0.66501
100,2020-01-10,1,0.9764954,1,0.66346,0.66131
101,2020-01-13,-1,0.90057224,1,0.66299,0.66346
102,2020-01-14,-1,0.7937039,-1,0.66137,0.66299
103,2020-01-15,1,0.96409523,1,0.66181,0.66137
104,2020-01-16,1,0.99093926,1,0.66336,0.66181
105,2020-01-17,-1,0.6719087,-1,0.66099,0.66336
106,2020-01-20,0,0.9502839,1,0.66099,0.66099
107,2020-01-21,-1,0.7464536,-1,0.65951,0.66099
108,2020-01-22,-1,0.9152742,1,0.65948,0.65951
109,2020-01-23,1,0.9960795,1,0.66186,0.65948
110,2020-01-24,-1,0.9306636,1,0.66089,0.66186
111,2020-01-27,-1,0.029807033,-1,0.6545,0.66089
112,2020-01-28,1,0.84200156,1,0.65465,0.6545
113,2020-01-29,-1,0.21429415,-1,0.6527,0.65465
114,2020-01-30,-1,0.057760358,-1,0.64908,0.6527
115,2020-01-31,-1,0.102216676,-1,0.64638,0.64908
116,2020-02-03,-1,0.33885908,-1,0.64633,0.64638
117,2020-02-04,1,0.9873663,1,0.64954,0.64633
118,2020-02-05,-1,0.48217884,-1,0.64748,0.64954
119,2020-02-06,-1,0.6615096,-1,0.64582,0.64748
120,2020-02-07,-1,0.061285347,-1,0.64021,0.64582
121,2020-02-10,-1,0.5115398,-1,0.63836,0.64021
122,2020-02-11,1,0.9688394,1,0.64036,0.63836
123,2020-02-12,1,0.9991665,1,0.64632,0.64036
124,2020-02-13,-1,0.7818745,-1,0.64375,0.64632
125,2020-02-14,-1,0.9585584,1,0.64335,0.64375
126,2020-02-17,1,0.9655748,1,0.6437,0.64335
127,2020-02-18,-1,0.11221443,-1,0.63862,0.6437
128,2020-02-19,-1,0.929424,1,0.63856,0.63862
129,2020-02-20,-1,0.07463261,-1,0.63324,0.63856
130,2020-02-21,1,0.9790213,1,0.63517,0.63324
131,2020-02-24,-1,0.5195863,-1,0.63395,0.63517
132,2020-02-25,-1,0.3798005,-1,0.63216,0.63395
133,2020-02-26,-1,0.14897619,-1,0.62886,0.63216
134,2020-02-27,1,0.97652674,1,0.63066,0.62886
135,2020-02-28,-1,0.02298435,-1,0.62465,0.63066
136,2020-03-02,1,0.94850266,1,0.62604,0.62465
137,2020-03-03,1,0.92058295,1,0.62753,0.62604
138,2020-03-04,1,0.98043436,1,0.62978,0.62753
139,2020-03-05,1,0.97358227,1,0.63091,0.62978
140,2020-03-06,1,0.9981527,1,0.63561,0.63091
141,2020-03-09,-1,0.27988765,-1,0.63336,0.63561
142,2020-03-10,-1,0.0102491,-1,0.62637,0.63336
143,2020-03-11,1,0.57694316,-1,0.62693,0.62637
144,2020-03-12,-1,7.645643e-05,-1,0.60922,0.62693
145,2020-03-13,-1,0.32745537,-1,0.60628,0.60922
146,2020-03-16,-1,0.075264305,-1,0.6044,0.60628
147,2020-03-17,-1,0.003593099,-1,0.59396,0.6044
