time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
2024-01-22 00:00:00,97.645,97.763,97.641,97.741,1810,43,0,97.763,97.614,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,97.641,97.757,False,True,False,True,False,True
2024-01-22 01:00:00,97.742,97.823,97.613,97.684,2097,5,0,97.823,97.613,True,False,False,True,4.0,4.0,1.0,1.0,True,False,False,97.641,97.757,True,True,True,True,True,True
2024-01-22 02:00:00,97.686,97.878,97.648,97.855,3459,4,0,97.878,97.613,True,False,True,False,4.0,4.0,1.0,1.0,True,False,False,97.648,97.757,True,True,False,True,False,False
2024-01-22 03:00:00,97.855,97.868,97.563,97.642,5142,4,0,97.878,97.563,False,True,False,True,3.0,3.0,2.0,2.0,True,False,False,97.648,97.868,True,True,True,False,False,False
2024-01-22 04:00:00,97.642,97.693,97.516,97.537,3618,4,0,97.878,97.516,False,True,False,True,3.0,2.0,2.0,3.0,False,False,True,97.648,97.693,True,True,True,False,False,False
2024-01-22 05:00:00,97.537,97.647,97.525,97.559,3120,4,0,97.878,97.516,False,True,True,False,2.0,2.0,3.0,3.0,False,True,False,97.525,97.647,True,True,False,False,False,False
2024-01-22 06:00:00,97.559,97.587,97.447,97.485,2034,6,0,97.878,97.447,False,True,False,True,1.0,2.0,4.0,3.0,False,True,False,97.525,97.587,True,True,True,False,False,False
2024-01-22 07:00:00,97.485,97.605,97.459,97.539,3286,5,0,97.868,97.447,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,97.459,97.605,True,False,False,False,False,False
2024-01-22 08:00:00,97.539,97.593,97.427,97.584,3845,4,0,97.693,97.427,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,97.459,97.593,True,False,True,False,False,False
2024-01-22 09:00:00,97.583,97.583,97.463,97.576,4541,4,0,97.647,97.427,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,97.463,97.583,True,False,False,False,False,False
2024-01-22 10:00:00,97.575,97.671,97.518,97.612,5196,4,0,97.671,97.427,True,False,True,False,1.0,3.0,4.0,2.0,False,True,False,97.518,97.583,True,True,False,True,False,False
2024-01-22 11:00:00,97.612,97.622,97.548,97.564,4053,4,0,97.671,97.427,False,True,True,False,1.0,4.0,4.0,1.0,False,False,True,97.548,97.622,True,True,False,False,False,False
2024-01-22 12:00:00,97.564,97.577,97.491,97.502,3948,4,0,97.671,97.427,False,True,True,False,1.0,4.0,4.0,1.0,False,False,True,97.491,97.577,True,True,False,False,False,False
2024-01-22 13:00:00,97.502,97.536,97.456,97.457,3136,4,0,97.671,97.456,False,True,True,False,1.0,5.0,4.0,0.0,True,False,False,97.456,97.536,False,True,False,False,False,False
2024-01-22 14:00:00,97.457,97.516,97.439,97.447,3666,4,0,97.671,97.439,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,97.456,97.516,True,True,True,False,False,False
2024-01-22 15:00:00,97.447,97.462,97.268,97.33,5244,4,0,97.622,97.268,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,97.456,97.462,True,False,True,False,False,False
2024-01-22 16:00:00,97.33,97.497,97.279,97.46,5346,4,0,97.577,97.268,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,97.279,97.497,True,False,False,False,False,False
2024-01-22 17:00:00,97.46,97.501,97.34,97.425,5489,4,0,97.536,97.268,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,97.34,97.501,True,False,False,False,False,False
2024-01-22 18:00:00,97.427,97.438,97.377,97.426,4080,4,0,97.516,97.268,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,97.377,97.438,True,False,False,False,False,False
2024-01-22 19:00:00,97.426,97.468,97.379,97.436,2577,4,0,97.501,97.268,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,97.379,97.468,True,False,False,False,False,False
2024-01-22 20:00:00,97.438,97.454,97.332,97.361,2959,5,0,97.501,97.279,False,True,True,False,0.0,5.0,5.0,0.0,False,False,True,97.332,97.454,False,False,False,False,False,False
2024-01-22 21:00:00,97.361,97.376,97.262,97.287,2652,4,0,97.501,97.262,False,True,False,True,0.0,4.0,5.0,1.0,False,True,False,97.332,97.376,True,False,True,False,False,False
2024-01-22 22:00:00,97.287,97.328,97.237,97.276,3209,4,0,97.468,97.237,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,97.332,97.328,True,False,True,False,False,False
2024-01-22 23:00:00,97.279,97.313,97.274,97.307,1232,4,0,97.468,97.237,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,97.274,97.313,True,False,False,False,False,False
2024-01-23 00:00:00,97.281,97.281,97.176,97.188,1251,18,0,97.454,97.176,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,97.274,97.281,True,False,True,False,False,False
2024-01-23 01:00:00,97.188,97.361,97.183,97.335,1569,7,0,97.376,97.176,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,97.183,97.361,True,False,False,False,False,False
2024-01-23 02:00:00,97.335,97.493,97.319,97.487,2629,4,0,97.493,97.176,True,False,True,False,1.0,3.0,4.0,2.0,False,True,False,97.319,97.361,True,True,False,True,False,False
2024-01-23 03:00:00,97.486,97.651,97.398,97.597,3841,4,0,97.651,97.176,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,97.398,97.361,True,True,False,True,False,False
2024-01-23 04:00:00,97.597,97.812,97.505,97.629,5185,4,0,97.812,97.176,True,False,True,False,3.0,4.0,2.0,1.0,True,False,False,97.505,97.361,True,True,False,True,False,False
2024-01-23 05:00:00,97.628,97.804,97.532,97.54,5908,4,0,97.812,97.183,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,97.532,97.804,False,True,False,False,False,False
2024-01-23 06:00:00,97.54,97.719,97.524,97.648,3520,5,0,97.812,97.319,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,97.524,97.719,False,True,False,False,False,False
2024-01-23 07:00:00,97.649,97.758,97.619,97.734,3485,4,0,97.812,97.398,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,97.619,97.758,False,True,False,False,False,False
2024-01-23 08:00:00,97.735,97.807,97.184,97.258,6056,4,0,97.812,97.184,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,97.619,97.807,True,True,True,False,True,False
