time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
2024-01-22 00:00:00,1.08919,1.08947,1.08856,1.08908,1510,7,0,1.08977,1.08856,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,1.08856,1.08947,False,True,False,False,False,False
2024-01-22 01:00:00,1.08908,1.08976,1.08904,1.08919,954,2,0,1.08977,1.08856,False,True,True,False,1.0,5.0,4.0,0.0,True,False,False,1.08904,1.08976,False,True,False,False,False,False
2024-01-22 02:00:00,1.08919,1.09016,1.08912,1.09011,1763,2,0,1.09016,1.08856,True,False,True,False,2.0,5.0,3.0,0.0,True,False,False,1.08912,1.08976,False,True,False,True,False,False
2024-01-22 03:00:00,1.09011,1.09049,1.08987,1.09018,2388,2,0,1.09049,1.08856,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,1.08987,1.08976,False,True,False,True,False,False
2024-01-22 04:00:00,1.09019,1.0909200000000001,1.08996,1.09072,1643,2,0,1.0909200000000001,1.08856,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,1.08996,1.08976,False,True,False,True,False,False
2024-01-22 05:00:00,1.09071,1.09078,1.09012,1.09018,1286,2,0,1.0909200000000001,1.08904,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,1.09012,1.09078,False,True,False,False,False,False
2024-01-22 06:00:00,1.09018,1.09047,1.09007,1.0903,970,2,0,1.0909200000000001,1.08912,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,1.09007,1.09047,False,True,False,False,False,False
2024-01-22 07:00:00,1.0903,1.09045,1.08984,1.09016,1704,2,0,1.0909200000000001,1.08984,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,1.08984,1.09045,False,True,False,False,False,False
2024-01-22 08:00:00,1.09015,1.09095,1.09013,1.09047,2048,2,0,1.09095,1.08984,True,False,True,False,2.0,5.0,3.0,0.0,True,False,False,1.09013,1.09045,False,True,False,True,False,False
2024-01-22 09:00:00,1.09047,1.09079,1.08972,1.08976,3346,2,0,1.09095,1.08972,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,1.09013,1.09079,True,True,True,False,False,False
2024-01-22 10:00:00,1.08974,1.09009,1.08871,1.08918,4830,2,0,1.09095,1.08871,False,True,False,True,1.0,3.0,4.0,2.0,False,True,False,1.09013,1.09009,True,True,True,False,False,False
2024-01-22 11:00:00,1.08917,1.09022,1.08898,1.08968,3113,2,0,1.09095,1.08871,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,1.08898,1.09022,True,True,False,False,False,False
2024-01-22 12:00:00,1.08967,1.08969,1.08857,1.08867,2673,2,0,1.09095,1.08857,False,True,False,True,1.0,2.0,4.0,3.0,False,True,False,1.08898,1.08969,True,True,True,False,False,False
2024-01-22 13:00:00,1.08867,1.08903,1.08816,1.089,3012,2,0,1.09079,1.08816,False,True,False,True,0.0,1.0,5.0,4.0,False,True,False,1.08898,1.08903,True,False,True,False,False,False
2024-01-22 14:00:00,1.08901,1.08996,1.08881,1.08924,3450,2,0,1.09022,1.08816,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,1.08881,1.08996,True,False,False,False,False,False
2024-01-22 15:00:00,1.08922,1.08951,1.088,1.08916,4887,2,0,1.09022,1.088,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,1.08881,1.08951,True,False,True,False,False,False
