,time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
0,2024-01-22 00:00:00,1.26926,1.26984,1.2684199999999999,1.2692,1275,82,0,1.27053,1.26821,False,True,True,False,4.0,5.0,1.0,0.0,True,False,False,1.2684199999999999,1.26984,False,True,False,False,False,False
1,2024-01-22 01:00:00,1.2693699999999999,1.27084,1.26935,1.26993,1190,2,0,1.27084,1.2684199999999999,True,False,True,False,4.0,5.0,1.0,0.0,True,False,False,1.26935,1.26984,False,True,False,True,False,False
2,2024-01-22 02:00:00,1.26993,1.27097,1.2696,1.2709,1506,2,0,1.27097,1.2684199999999999,True,False,True,False,4.0,5.0,1.0,0.0,True,False,False,1.2696,1.26984,False,True,False,True,False,False
3,2024-01-22 03:00:00,1.27088,1.27132,1.27021,1.27088,2676,2,0,1.27132,1.2684199999999999,True,False,True,False,4.0,5.0,1.0,0.0,True,False,False,1.27021,1.26984,False,True,False,True,False,False
4,2024-01-22 04:00:00,1.27088,1.27179,1.27065,1.2717100000000001,2227,2,0,1.27179,1.2684199999999999,True,False,True,False,4.0,5.0,1.0,0.0,True,False,False,1.27065,1.26984,False,True,False,True,False,False
5,2024-01-22 05:00:00,1.27169,1.27175,1.27107,1.27128,1431,2,0,1.27179,1.26935,False,True,True,False,4.0,5.0,1.0,0.0,True,False,False,1.27107,1.27175,False,True,False,False,False,False
6,2024-01-22 06:00:00,1.27128,1.2717100000000001,1.27116,1.27169,928,2,0,1.27179,1.2696,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,1.27116,1.2717100000000001,False,True,False,False,False,False
7,2024-01-22 07:00:00,1.2717,1.27189,1.2711999999999999,1.27185,1718,2,0,1.27189,1.27021,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,1.2711999999999999,1.2717100000000001,False,True,False,True,False,False
8,2024-01-22 08:00:00,1.27186,1.27243,1.27128,1.27138,1896,2,0,1.27243,1.27065,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,1.27128,1.2717100000000001,False,True,False,True,False,False
9,2024-01-22 09:00:00,1.27138,1.27159,1.26977,1.27032,2913,2,0,1.27243,1.26977,False,True,False,True,2.0,4.0,3.0,1.0,True,False,False,1.27128,1.27159,True,True,True,False,False,False
10,2024-01-22 10:00:00,1.27034,1.27066,1.2686600000000001,1.26935,4554,2,0,1.27243,1.2686600000000001,False,True,False,True,2.0,3.0,3.0,2.0,False,False,True,1.27128,1.27066,True,True,True,False,False,False
11,2024-01-22 11:00:00,1.2693400000000001,1.2711000000000001,1.26915,1.2704900000000001,3070,2,0,1.27243,1.2686600000000001,False,True,True,False,2.0,3.0,3.0,2.0,False,False,True,1.26915,1.2711000000000001,True,True,False,False,False,False
12,2024-01-22 12:00:00,1.27044,1.27085,1.26983,1.27077,2670,2,0,1.27243,1.2686600000000001,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,1.26983,1.27085,True,True,False,False,False,False
13,2024-01-22 13:00:00,1.27077,1.2714699999999999,1.27047,1.27141,2813,2,0,1.27159,1.2686600000000001,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,1.27047,1.2714699999999999,True,False,False,False,False,False
14,2024-01-22 14:00:00,1.27141,1.27305,1.27121,1.27256,3604,2,0,1.27305,1.2686600000000001,True,False,True,False,1.0,4.0,4.0,1.0,False,False,True,1.27121,1.2714699999999999,True,True,False,True,False,False
15,2024-01-22 15:00:00,1.27259,1.27319,1.27168,1.2727,4291,2,0,1.27319,1.26915,True,False,True,False,2.0,5.0,3.0,0.0,True,False,False,1.27168,1.2714699999999999,False,True,False,True,False,False
16,2024-01-22 16:00:00,1.27271,1.27271,1.27097,1.2722,5454,2,0,1.27319,1.26983,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,1.27097,1.27271,False,True,False,False,False,False
17,2024-01-22 17:00:00,1.27221,1.27316,1.27166,1.2720099999999999,4897,2,0,1.27319,1.27047,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,1.27166,1.27316,False,True,False,False,False,False
18,2024-01-22 18:00:00,1.27202,1.2726899999999999,1.27088,1.2726,3816,2,0,1.27319,1.27088,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,1.27088,1.2726899999999999,False,True,False,False,False,False
19,2024-01-22 19:00:00,1.2726,1.2732700000000001,1.27212,1.27213,3078,2,0,1.2732700000000001,1.27088,True,False,True,False,2.0,5.0,3.0,0.0,True,False,False,1.27212,1.2726899999999999,False,True,False,True,False,False
20,2024-01-22 20:00:00,1.27213,1.27217,1.27058,1.27127,3349,2,0,1.2732700000000001,1.27058,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,1.27212,1.27217,True,True,True,False,False,False
21,2024-01-22 21:00:00,1.27125,1.2713,1.26975,1.27046,3168,2,0,1.2732700000000001,1.26975,False,True,False,True,1.0,3.0,4.0,2.0,False,True,False,1.27212,1.2713,True,True,True,False,False,False
22,2024-01-22 22:00:00,1.27046,1.27089,1.2699799999999999,1.27082,2411,2,0,1.2732700000000001,1.26975,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,1.2699799999999999,1.27089,True,True,False,False,False,False
23,2024-01-22 23:00:00,1.27084,1.27111,1.27055,1.27081,1001,2,0,1.2732700000000001,1.26975,False,True,True,False,1.0,3.0,4.0,2.0,False,True,False,1.27055,1.27111,True,True,False,False,False,False
24,2024-01-23 00:00:00,1.27047,1.27109,1.27017,1.27066,929,8,0,1.27217,1.26975,False,True,True,False,0.0,3.0,5.0,2.0,False,True,False,1.27017,1.27109,True,False,False,False,False,False
25,2024-01-23 01:00:00,1.27066,1.27081,1.27038,1.2706,1343,3,0,1.2713,1.26975,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,1.27038,1.27081,True,False,False,False,False,False
