,time,open,high,low,close,tick_volume,spread,real_volume,rolling_max_high,rolling_min_low,higher_highs,lower_highs,higher_lows,lower_lows,count_higher_highs,count_higher_lows,count_lower_highs,count_lower_lows,uptrend,downtrend,consolidation,last_higher_low,last_lower_high,breakdown_retest_persistence,breakout_retest_persistence,potential_breakdown_retest,potential_breakout_retest,confirm_breakdown_retest,confirm_breakout_retest
0,2024-01-22 00:00:00,0.82047,0.82143,0.8197,0.82069,2570,122,0,0.8223,0.8197,False,True,False,True,0.0,4.0,5.0,1.0,False,True,False,0.82102,0.82143,True,False,True,False,False,False
1,2024-01-22 01:00:00,0.8207,0.82202,0.82038,0.8217,1099,12,0,0.82202,0.8197,False,True,True,False,0.0,4.0,5.0,1.0,False,True,False,0.82038,0.82202,True,False,False,False,False,False
2,2024-01-22 02:00:00,0.82167,0.82319,0.82142,0.82316,1424,9,0,0.82319,0.8197,True,False,True,False,1.0,4.0,4.0,1.0,False,False,True,0.82142,0.82202,True,True,False,True,False,False
3,2024-01-22 03:00:00,0.82316,0.82389,0.8224,0.82269,2077,10,0,0.82389,0.8197,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,0.8224,0.82202,True,True,False,True,False,False
4,2024-01-22 04:00:00,0.82269,0.82327,0.82218,0.82307,1572,8,0,0.82389,0.8197,False,True,True,False,2.0,4.0,3.0,1.0,True,False,False,0.82218,0.82327,True,True,False,False,False,False
5,2024-01-22 05:00:00,0.82307,0.82317,0.82245,0.8226,1612,11,0,0.82389,0.82038,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.82245,0.82317,False,True,False,False,False,False
6,2024-01-22 06:00:00,0.8226,0.82268,0.82146,0.82162,869,11,0,0.82389,0.82142,False,True,True,False,2.0,5.0,3.0,0.0,True,False,False,0.82146,0.82268,False,True,False,False,False,False
7,2024-01-22 07:00:00,0.82162,0.82176,0.82089,0.821,1357,8,0,0.82389,0.82089,False,True,False,True,1.0,4.0,4.0,1.0,False,False,True,0.82146,0.82176,True,True,True,False,False,False
8,2024-01-22 08:00:00,0.82102,0.82122,0.82042,0.82083,2034,8,0,0.82327,0.82042,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,0.82146,0.82122,True,False,True,False,False,False
9,2024-01-22 09:00:00,0.82082,0.82084,0.82011,0.82046,2125,9,0,0.82317,0.82011,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,0.82146,0.82084,True,False,True,False,False,False
10,2024-01-22 10:00:00,0.82046,0.82087,0.81945,0.81964,2498,8,0,0.82268,0.81945,False,True,False,True,0.0,1.0,5.0,4.0,False,True,False,0.82146,0.82087,True,False,True,False,False,False
11,2024-01-22 11:00:00,0.81964,0.82039,0.81947,0.82002,2003,8,0,0.82176,0.81945,False,True,True,False,0.0,1.0,5.0,4.0,False,True,False,0.81947,0.82039,True,False,False,False,False,False
12,2024-01-22 12:00:00,0.82002,0.82127,0.81985,0.82088,1919,8,0,0.82127,0.81945,False,True,True,False,0.0,2.0,5.0,3.0,False,True,False,0.81985,0.82127,True,False,False,False,False,False
13,2024-01-22 13:00:00,0.82088,0.82132,0.8205,0.82055,1380,7,0,0.82132,0.81945,True,False,True,False,1.0,3.0,4.0,2.0,False,True,False,0.8205,0.82127,True,True,False,True,False,False
14,2024-01-22 14:00:00,0.82055,0.82179,0.82036,0.82142,2521,7,0,0.82179,0.81945,True,False,True,False,2.0,4.0,3.0,1.0,True,False,False,0.82036,0.82127,True,True,False,True,False,True
15,2024-01-22 15:00:00,0.82142,0.82201,0.82107,0.82176,2365,7,0,0.82201,0.81947,True,False,True,False,3.0,5.0,2.0,0.0,True,False,False,0.82107,0.82127,False,True,False,True,False,False
16,2024-01-22 16:00:00,0.82175,0.82185,0.82088,0.82125,3190,7,0,0.82201,0.81985,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,0.82088,0.82185,False,True,False,False,False,False
17,2024-01-22 17:00:00,0.82125,0.82156,0.82059,0.82078,4150,7,0,0.82201,0.82036,False,True,True,False,3.0,5.0,2.0,0.0,True,False,False,0.82059,0.82156,False,True,False,False,False,False
18,2024-01-22 18:00:00,0.82078,0.82106,0.82022,0.82083,2712,7,0,0.82201,0.82022,False,True,False,True,2.0,4.0,3.0,1.0,True,False,False,0.82059,0.82106,True,True,True,False,False,False
19,2024-01-22 19:00:00,0.82083,0.82094,0.82029,0.82042,2296,7,0,0.82201,0.82022,False,True,True,False,1.0,4.0,4.0,1.0,False,False,True,0.82029,0.82094,True,True,False,False,False,False
20,2024-01-22 20:00:00,0.8205,0.8205,0.81919,0.8195,1523,7,0,0.82185,0.81919,False,True,False,True,0.0,3.0,5.0,2.0,False,True,False,0.82029,0.8205,True,False,True,False,False,False
21,2024-01-22 21:00:00,0.8195,0.81989,0.81914,0.81948,2010,9,0,0.82156,0.81914,False,True,False,True,0.0,2.0,5.0,3.0,False,True,False,0.82029,0.81989,True,False,True,False,False,False
